formula,No,S_Phase,Phase,delta,Tm,D_Tm (K),?Hmix (kJ/mol),elec_diff,VEC,modulus_calc,D_Bulk (GPa),Tm,composition_norm
La55Al25Ni15Cu5,4,AM,AM,0.163464401,1216.606,246.1156631,6.73988965,1.389,4.45,68.4,55.10571658,0,Al25Cu5La55Ni15
La55Al25Ni5Cu15,4,AM,AM,0.160356368,1179.583,187.1965872,7.898110185,1.388,4.55,64.4,47.83137046,0,Al25Cu15La55Ni5
Mg54Cu26.5Ag8.5Gd11,4,AM,AM,0.108831265,1137.5481,246.0449002,4.059060387,1.50695,6.03,74.08,42.5263871,0,Ag8.5Cu26.5Gd11Mg54
Mg65Cu15Ag10Y10,4,AM,AM,0.087377221,1107.0085,284.538657,3.420286063,1.4515,4.35,64.35,35.82495639,0,Ag10Cu15Mg65Y10
Mg65Cu20Ni5Gd10,4,AM,AM,0.107344199,1116.404,276.8131741,3.243353974,1.447,5.0,70.05,45.756393,0,Cu20Gd10Mg65Ni5
Mg60Cu29Y10Si,4,AM,AM,0.114128758,1144.3233,297.3344804,4.045657299,1.478,4.73,72.7,43.37983402,0,Cu29Mg60SiY10
Mg65Cu15Zn10Y10,4,AM,AM,0.094555407,1052.7835,305.8632314,3.464426468,1.4235,4.45,61.35,33.91942659,0,Cu15Mg65Y10Zn10
MoNbTaV,4,SS,BCC,0.0375288,2779.75,397.1349739,1.617772388,1.7225,5.25,190.0,27.38612788,0,MoNbTaV
MoNbTaW,4,SS,BCC,0.021965394,3157.75,367.7297751,2.365110991,1.905,5.5,227.5,52.14163404,0,MoNbTaW
MoNbTiV,4,SS,BCC,0.040969589,2442.5,393.4021479,1.693277148,1.7325,5.0,167.5,42.64680527,0,MoNbTiV
Mo0.7NbTi0.3Zr,4,IM,IM,0.051464937,2495.833333,367.1273243,2.697198937,1.634666667,4.8,121.3333333,92.00483079,0,Mo0.7NbTi0.3Zr
MoNbTiZr,4,SS,BCC,0.046147225,2428.75,403.0740472,2.443102536,1.6575,4.75,127.5,84.96322734,0,MoNbTiZr
MoPdRhRu,4,SS,HCP,0.032228794,2392.0125,400.7198529,5.776433805,2.21,8.25,252.5,75.95228765,0,MoPdRhRu
NbMoTaW,4,SS,BCC,0.021965394,3157.75,367.7297751,2.365110991,1.905,5.5,227.5,52.14163404,0,MoNbTaW
NbTaTiV,4,SS,BCC,0.039347075,2541.0,522.6963746,0.824431622,1.5675,4.75,160.0,32.40370349,0,NbTaTiV
NbTaVW,4,SS,BCC,0.034321619,2979.5,569.0854505,2.1722684,1.7725,5.25,210.0,59.58187644,0,NbTaVW
NbTiV0.3Mo,4,SS,BCC,0.027762442,2497.545455,412.649906,1.940080962,1.754242424,5.0,169.0909091,46.79831882,0,MoNbTiV0.3
NbTiV0.3Mo0.1,4,SS,BCC,0.03181201,2348.125,390.2194161,1.36262973,1.602083333,4.625,146.25,33.14268396,0,Mo0.1NbTiV0.3
NbTiV0.3Mo0.3,4,SS,BCC,0.030768011,2390.269231,402.3327706,1.708068312,1.645,4.730769231,152.6923077,38.88421593,0,Mo0.3NbTiV0.3
NbTiV0.3Mo0.5,4,SS,BCC,0.029815568,2426.392857,408.9905989,1.851214207,1.681785714,4.821428571,158.2142857,42.43091624,0,Mo0.5NbTiV0.3
NbTiV0.3Mo0.7,4,SS,BCC,0.028942976,2457.7,412.1209491,1.915721399,1.713666667,4.9,163.0,44.73253849,0,Mo0.7NbTiV0.3
NbTiV0.3Mo1.3,4,SS,BCC,0.026712028,2530.75,410.1437671,1.916553387,1.788055556,5.083333333,174.1666667,47.8641016,0,Mo1.3NbTiV0.3
NbTiV0.3Mo1.5,4,SS,BCC,0.02607319,2549.973684,407.4509003,1.885361157,1.807631579,5.131578947,177.1052632,48.22687036,0,Mo1.5NbTiV0.3
NbTiV0.3Zr,4,SS,BCC,0.060049102,2264.818182,330.7416326,1.457369185,1.502727273,4.393939394,99.39393939,69.80229196,0,NbTiV0.3Zr
NbTiV2Zr,4,SS,BCC,0.074805076,2237.0,271.4767025,1.500207986,1.546,4.6,120.0,63.56099433,0,NbTiV2Zr
NbTiVZr,4,SS,BCC,0.070483977,2250.5,302.0153142,1.598338982,1.525,4.5,110.0,67.45368782,0,NbTiVZr
Ni60Al10Ni10Cu20,4,AM,AM,0.164817104,1315.901,179.3679371,6.697493262,1.416,7.1,72.8,55.24635735,0,Al10Cu20Ni60Ni10
Ni50Nb20Hf10Ti20,4,AM,AM,0.087938922,2052.8,415.9374472,10.36458431,1.713,7.2,157.0,31.0,0,Hf10Nb20Ni50Ti20
Ni50Nb20Hf2.5Ti17.5,4,AM,AM,0.078862519,2018.138889,416.6079394,8.171608885,1.752222222,7.555555556,162.2222222,28.19683898,0,Hf2.5Nb20Ni50Ti17.5
Ni50Nb20Hf5Ti25,4,AM,AM,0.082227802,2024.55,403.1889724,9.625171219,1.725,7.2,157.0,31.0,0,Hf5Nb20Ni50Ti25
Ni55Nb20Hf10Ti15,4,AM,AM,0.088616557,2042.15,421.3553459,9.37971648,1.7315,7.5,160.5,29.40663191,0,Hf10Nb20Ni55Ti15
Ni55Nb20Hf5Ti20,4,AM,AM,0.082439846,2013.9,408.0392015,8.731425256,1.7435,7.5,160.5,29.40663191,0,Hf5Nb20Ni55Ti20
Ni60Nb10Hf5Ti25,4,AM,AM,0.084158165,1922.35,329.0637134,7.386904088,1.756,7.7,158.0,31.55946768,0,Hf5Nb10Ni60Ti25
Ni60Nb15Hf10Ti15,4,AM,AM,0.089571724,1991.05,393.4603506,8.404168787,1.747,7.75,161.0,29.64793416,0,Hf10Nb15Ni60Ti15
Ni60Nb15Hf5Ti20,4,AM,AM,0.083025777,1962.8,375.3392599,7.728864082,1.759,7.75,161.0,29.64793416,0,Hf5Nb15Ni60Ti20
Ni60Nb20Hf10Ti10,4,AM,AM,0.088571907,2031.5,426.4385653,8.203072595,1.75,7.8,164.0,27.27636339,0,Hf10Nb20Ni60Ti10
Ni60Nb20Hf15Ti5,4,AM,AM,0.094513272,2059.75,438.0636797,8.38856722,1.738,7.8,164.0,27.27636339,0,Hf15Nb20Ni60Ti5
Ni60Nb20Hf5Ti15,4,AM,AM,0.081853106,2003.25,412.5576172,7.662797139,1.762,7.8,164.0,27.27636339,0,Hf5Nb20Ni60Ti15
Ni75Nb5P16B4,4,AM,AM,0.091145045,1578.228,603.0175009,6.65846189,1.9445,8.67,154.22,63.14737999,0,B4Nb5Ni75P16
Ni45Ti20Zr25Al10,4,AM,AM,0.105775239,1791.147,328.9590377,11.99027832,1.661,6.6,110.6,73.11114826,0,Al10Ni45Ti20Zr25
Ni45Ti20Zr27Al8,4,AM,AM,0.107461264,1815.0376,308.5457662,12.05733543,1.6554,6.62,109.08,74.58976874,0,Al8Ni45Ti20Zr27
Ni46Ti20Zr23Al12,4,AM,AM,0.104109703,1766.867723,344.836514,11.76717706,1.669009901,6.613861386,112.7920792,71.53096911,0,Al12Ni46Ti20Zr23
Ni57.5Zr24Nb11Al7.5,4,AM,AM,0.109887013,1876.83025,422.4791601,9.638342766,1.7142,7.485,127.9,76.70586679,0,Al7.5Nb11Ni57.5Zr24
Ni57.5Zr26Nb9Al7.5,4,AM,AM,0.112094334,1864.39025,405.3974639,9.407681795,1.7088,7.465,124.5,78.51082728,0,Al7.5Nb9Ni57.5Zr26
Ni57.5Zr28Nb7Al7.5,4,AM,AM,0.114180352,1851.95025,387.1641249,9.015860877,1.7034,7.445,121.1,80.13108011,0,Al7.5Nb7Ni57.5Zr28
Ni57.5Zr30Nb5Al7.5,4,AM,AM,0.116152692,1839.51025,367.6078185,8.423596153,1.698,7.425,117.7,81.57763174,0,Al7.5Nb5Ni57.5Zr30
Ni57.5Zr32Nb3Al7.5,4,AM,AM,0.118018115,1827.07025,346.504617,7.564065035,1.6926,7.405,114.3,82.85958001,0,Al7.5Nb3Ni57.5Zr32
Ni60Zr27Nb8Al5,4,AM,AM,0.114185823,1878.0335,368.5275633,8.718633256,1.7136,7.63,125.4,79.471001,0,Al5Nb8Ni60Zr27
Ni60Zr28Nb7Al5,4,AM,AM,0.115247253,1871.8135,358.8808343,8.479275566,1.7109,7.62,123.7,80.31257685,0,Al5Nb7Ni60Zr28
Ni61Zr27Nb7Al5,4,AM,AM,0.114578677,1867.8135,358.2317145,8.322971128,1.7167,7.68,125.5,79.53332635,0,Al5Nb7Ni61Zr27
Ni61Zr27Nb8Al4,4,AM,AM,0.114571912,1885.9788,356.4442952,8.519775241,1.7166,7.7,126.44,79.49821633,0,Al4Nb8Ni61Zr27
Ni62Zr28Nb7Al3,4,AM,AM,0.11603108,1887.7041,333.6867065,8.071584948,1.7169,7.76,125.78,80.39696263,0,Al3Nb7Ni62Zr28
Ni57Zr20Ti13Pd10,4,AM,AM,0.105634554,1845.695,158.2619892,14.71108738,1.7749,8.02,134.9,71.295091,0,Ni57Pd10Ti13Zr20
Ni57Zr20Ti16Pd7,4,AM,AM,0.106215111,1849.0835,159.0551043,13.45725043,1.7551,7.84,132.8,70.96590731,0,Ni57Pd7Ti16Zr20
Ni57Zr20Ti18Pd5,4,AM,AM,0.106578606,1851.3425,159.5416805,12.48852104,1.7419,7.72,131.4,70.71096096,0,Ni57Pd5Ti18Zr20
Pr60Al10Ni10Cu20,4,AM,AM,0.164817104,1262.501,189.9803244,6.697493262,1.41,6.5,71.0,56.5791481,0,Al10Cu20Ni10Pr60
SmFe6Ti6N,4,IM,IM,0.155245075,1708.582143,480.0806315,33.98722387,1.745,6.071428571,122.7142857,51.1446528,0,Fe6NSmTi6
Sr36Al24Co20Y20,4,AM,AM,0.210408066,1315.4328,384.8499013,11.82112013,1.3484,3.84,62.44,65.60248776,0,Al24Co20Sr36Y20
Sr40Al20Co20Y20,4,AM,AM,0.209138042,1320.094,380.8806629,11.63030249,1.322,3.8,59.4,66.6561325,0,Al20Co20Sr40Y20
Sr46Al14Co20Y21,4,AM,AM,0.204941992,1327.0858,374.7393136,11.10199212,1.2824,3.74,54.84,67.95155922,0,Al14Co20Sr46Y21
Tb36Al24Co20Y20,4,AM,AM,0.141642517,1523.8728,338.6670153,10.76440009,1.4384,7.08,76.372,53.93446038,0,Al24Co20Tb36Y20
Ti50Ni15Cu32Sn3,4,AM,AM,0.07656994,1679.3388,330.2197274,7.826990087,1.7233,7.14,128.54,27.57514098,0,Cu32Ni15Sn3Ti50
Ti50Ni20Cu25Sn5,4,AM,AM,0.08076088,1680.7965,359.8618612,8.772941482,1.725,6.95,128.9,31.35267134,0,Cu25Ni20Sn5Ti50
TiZrNbMo,4,SS,BCC,0.046147225,2428.75,403.0740472,2.443102536,1.6575,4.75,127.5,84.96322734,0,MoNbTiZr
Y36Sc20Al24Co20,4,AM,AM,0.13550695,1588.0728,368.158987,10.92538855,1.4736,4.2,80.4,51.54648388,0,Al24Co20Sc20Y36
Zr65Al7.5Cu17.5Ni10,4,AM,AM,0.099743591,1863.62,396.1569814,8.442054702,1.50875,5.75,48.2,69.13725479,0,Al7.5Cu17.5Ni10Zr65
Zr66Al8Cu12Ni14,4,AM,AM,0.099572308,1884.01,384.9825242,8.52418585,1.502,5.6,48.08,70.9816427,0,Al8Cu12Ni14Zr66
Zr66Al8Cu7Ni19,4,AM,AM,0.101361866,1902.5215,367.7490957,7.932141274,1.5025,5.55,50.08,74.04102647,0,Al8Cu7Ni19Zr66
Zr66Al9Cu16Ni9,4,AM,AM,0.096609903,1861.2555,408.1534332,8.234657887,1.4986,5.57,45.44,67.13453955,0,Al9Cu16Ni9Zr66
Zr55Al10Cu30Ni5,4,AM,AM,0.104113899,1757.478,437.4699024,8.55810772,1.558,6.3,58.6,68.14425875,0,Al10Cu30Ni5Zr55
Al0.3CoCrCuFe,5,SS,FCC,0.0371813,1720.188605,354.0412051,5.335998588,1.803023256,8.11627907,156.4651163,26.25044747,0,Al0.3CoCrCuFe
Al0.5CoCrCuFe,5,SS,FCC,0.044907948,1685.223333,382.177364,5.695226451,1.794444444,7.888888889,152.8888889,30.55212102,0,Al0.5CoCrCuFe
Al0.8CoCrCuFe,5,SS,FCC+BCC,0.052379764,1638.23875,412.364017,5.998935307,1.782916667,7.583333333,148.0833333,34.94986489,0,Al0.8CoCrCuFe
Al1.3CoCrCuFe,5,SS,FCC+BCC,0.059479275,1571.751132,443.2155006,6.196890674,1.766603774,7.150943396,141.2830189,39.37261636,0,Al1.3CoCrCuFe
Al1.5CoCrCuFe,5,SS,FCC+BCC,0.061261943,1548.540909,451.1902491,6.215694415,1.760909091,7.0,138.9090909,40.53607719,0,Al1.5CoCrCuFe
Al1.8CoCrCuFe,5,SS,FCC+BCC,0.063228875,1516.726897,459.9986563,6.203335489,1.753103448,6.793103448,135.6551724,41.86042149,0,Al1.8CoCrCuFe
Al2.0CoCrCuFe,5,SS,FCC+BCC,0.064184373,1497.285,464.2274276,6.174669482,1.748333333,6.666666667,133.6666667,42.52711553,0,Al2.0CoCrCuFe
Al2.3CoCrCuFe,5,SS,FCC+BCC,0.065221209,1470.436667,468.6806178,6.109206159,1.741746032,6.492063492,130.9206349,43.28103129,0,Al2.3CoCrCuFe
Al2.5CoCrCuFe,5,SS,FCC+BCC,0.065705263,1453.914615,470.6394779,6.054178065,1.737692308,6.384615385,129.2307692,43.65274482,0,Al2.5CoCrCuFe
Al2.8CoCrCuFe,5,SS,BCC,0.066192707,1430.953824,472.3896854,5.95935107,1.732058824,6.235294118,126.8823529,44.05662446,0,Al2.8CoCrCuFe
Al3.0CoCrCuFe,5,SS,BCC,0.066390102,1416.74,472.9115747,5.890150894,1.728571429,6.142857143,125.4285714,44.24237511,0,Al3.0CoCrCuFe
AlCoCrCu0.5Fe,5,SS+IM,FCC+B2,0.058657963,1638.078889,441.2658356,5.859757984,1.762222222,7.0,145.7777778,39.00364022,0,AlCoCrCu0.5Fe
AlCoCrCuFe,5,SS,FCC+BCC,0.055795397,1610.048,426.9842625,6.1110261,1.776,7.4,145.2,37.04267809,0,AlCoCrCuFe
AlCoCrCu0.5Ni,5,SS,SS,0.058053397,1619.634444,435.347403,6.624275744,1.78,7.444444444,148.0,40.57366415,0,AlCoCrCu0.5Ni
AlCoCrCuNi,5,SS,FCC+BCC,0.055242051,1593.448,420.4119338,6.631488521,1.792,7.8,147.2,38.56630654,0,AlCoCrCuNi
AlCoCrFeMo0.5,5,SS+IM,BCC+IM,0.068850778,1808.993333,576.7077597,4.459973041,1.791111111,6.444444444,155.7777778,46.9651828,0,AlCoCrFeMo0.5
Al0.3CoCrFeNi ,5,SS+IM,FCC+L12,0.037575522,1806.288605,295.6353907,3.910516654,1.805348837,7.88372093,165.7674419,25.85184732,0,Al0.3CoCrFeNi
AlCoCrFeNi2.1,5,SS+IM,FCC+B2,0.053807053,1692.011475,370.2392581,5.505649683,1.801803279,7.704918033,158.0327869,37.04758447,0,AlCoCrFeNi2.1
Al0.1CoCrFeNi,5,SS,FCC,0.02303052,1848.865122,229.5416661,2.744053676,1.814878049,8.12195122,170.1463415,16.99004152,0,Al0.1CoCrFeNi
Al0.25CoCrFeNi,5,SS,FCC,0.034780138,1816.557059,281.7101061,3.681676519,1.807647059,7.941176471,166.8235294,24.08864828,0,Al0.25CoCrFeNi
Al0.375CoCrFeNi,5,SS,FCC,0.04117134,1791.326,314.2256415,4.205131874,1.802,7.8,164.2285714,28.15374699,0,Al0.375CoCrFeNi
Al0.44CoCrFeNi,5,SS+IM,FCC+B2+Unk,0.043843775,1778.767297,328.4936927,4.42338294,1.799189189,7.72972973,162.9369369,29.88846512,0,Al0.44CoCrFeNi
Al0.4CoCrFeNi,5,SS,FCC,0.042241983,1786.451818,319.8973778,4.292689813,1.800909091,7.772727273,163.7272727,28.84627252,0,Al0.4CoCrFeNi
Al0.5CoCrFeNi,5,SS,FCC+BCC,0.046023145,1767.496667,340.3958547,4.600341233,1.796666667,7.666666667,161.7777778,31.31835734,0,Al0.5CoCrFeNi
Al0.75CoCrFeNi,5,SS,FCC+BCC,0.053008117,1723.600526,380.0718776,5.153867948,1.786842105,7.421052632,157.2631579,36.00123113,0,Al0.75CoCrFeNi
Al0.7Co0.3CrFeNi,5,SS,FCC+BCC+B2,0.055384259,1725.70725,404.2111199,4.974206085,1.77275,7.2,154.3,36.84168834,0,Al0.7Co0.3CrFeNi
Al0.7CoCrFeNi,5,SS+IM,BCC+FCC+B2,0.051826972,1732.00617,373.2012498,5.06250657,1.788723404,7.468085106,158.1276596,35.19768913,0,Al0.7CoCrFeNi
Al0.875CoCrFeNi,5,SS,BCC,0.055604154,1703.340769,395.4087278,5.349261686,1.782307692,7.307692308,155.1794872,37.7867646,0,Al0.875CoCrFeNi
Al0.8CoCrFeNi,5,SS+IM,BCC+FCC+B2,0.054103646,1715.37,386.5040038,5.237355403,1.785,7.375,156.4166667,36.75132273,0,Al0.8CoCrFeNi
Al0.9CoCrFeNi,5,SS+IM,BCC+B2,0.056069745,1699.412857,398.1945806,5.383295487,1.781428571,7.285714286,154.7755102,38.11007971,0,Al0.9CoCrFeNi
Al1.25CoCrFeNi,5,SS,BCC,0.061176194,1648.35,429.5254875,5.721600204,1.77,7.0,149.5238095,41.73341592,0,Al1.25CoCrFeNi
Al1.2CoCrFeNi,5,SS+IM,BCC+B2,0.060581889,1655.223846,425.7991104,5.686850758,1.771538462,7.038461538,150.2307692,41.30310818,0,Al1.2CoCrFeNi
Al1.5CoCrFeNi,5,SS,BCC,0.063645658,1615.855455,445.2863607,5.842750639,1.762727273,6.818181818,146.1818182,43.5552276,0,Al1.5CoCrFeNi
Al1.8CoCrFeNi,5,SS+IM,BCC+B2,0.065754817,1580.559655,459.1989008,5.896145117,1.754827586,6.620689655,142.5517241,45.17215057,0,Al1.8CoCrFeNi
Al2.08CoCrFeNi,5,SS+IM,BCC+B2,0.067122144,1550.759474,468.559648,5.87992496,1.748157895,6.453947368,139.4868421,46.27236114,0,Al2.08CoCrFeNi
Al2.5CoCrFeNi,5,SS,BCC,0.068416796,1510.873077,477.9042626,5.773695577,1.739230769,6.230769231,135.3846154,47.3961025,0,Al2.5CoCrFeNi
Al2CoCrFeNi,5,SS,BCC,0.066780149,1558.99,466.1835406,5.889907902,1.75,6.5,140.3333333,45.99154512,0,Al2CoCrFeNi
Al3CoCrFeNi,5,SS,BCC,0.069162369,1469.63,483.9334908,5.567799475,1.73,6.0,131.1428571,48.16468348,0,Al3CoCrFeNi
AlCoCr2FeNi,5,IM,IM,0.053947122,1766.745,416.2066535,4.769696007,1.758333333,7.0,154.3333333,35.97066706,0,AlCoCr2FeNi
AlCoCrFeNi,5,SS,FCC+BCC,0.057778896,1684.094,408.517377,5.504703443,1.778,7.2,153.2,39.30597919,0,AlCoCrFeNi
Al0.43CoCr0.29NiSi0.14,5,SS+IM,FCC+L10+L12,0.055535966,1666.353881,335.3655287,8.205147493,1.828566434,7.898601399,158.4195804,38.91418074,0,Al0.43CoCr0.29NiSi0.14
Al0.5CoCrNiTi0.5,5,IM,IM,0.066417164,1778.30875,365.4119522,8.325002346,1.75625,7.125,153.25,36.7278845,0,Al0.5CoCrNiTi0.5
AlCo0.2CuFeNi,5,SS+IM,FCC+B2,0.059184162,1472.342857,345.3923787,6.839754048,1.815714286,8.047619048,143.3333333,40.44200237,0,AlCo0.2CuFeNi
AlCo0.5CuFeNi,5,SS+IM,FCC+B2,0.057993346,1492.053333,341.7336328,6.805770999,1.82,8.111111111,145.7777778,40.12695901,0,AlCo0.5CuFeNi
AlCo1.5CuFeNi,5,SS+IM,FCC+B2,0.054319792,1542.225455,326.9195548,6.567071067,1.830909091,8.272727273,152.0,38.62170845,0,AlCo1.5CuFeNi
AlCo2CuFeNi,5,SS+IM,FCC+B2,0.052670899,1561.04,319.1612247,6.415938444,1.835,8.333333333,154.3333333,37.77859476,0,AlCo2CuFeNi
AlCo3CuFeNi,5,SS,FCC,0.049724562,1590.605714,304.2313137,6.107579472,1.841428571,8.428571429,158.0,36.11094017,0,AlCo3CuFeNi
AlCoCu0.5FeNi,5,SS,BCC+FCC,0.058985548,1537.634444,348.0824762,6.745746271,1.817777778,7.888888889,150.2222222,41.43476205,0,AlCoCu0.5FeNi
AlCoCuFeNi,5,SS,FCC+BCC,0.056094722,1519.648,334.5995799,6.70314553,1.826,8.2,149.2,39.4279089,0,AlCoCuFeNi
AlCoCuNiZn,5,IM,IM,0.058828988,1295.984,426.2972097,5.940020202,1.79,9.0,129.2,48.19294554,0,AlCoCuNiZn
AlCoFeMo0.5Ni,5,IM,IM,0.069239255,1708.548889,541.6387408,5.784424559,1.846666667,7.333333333,160.2222222,48.08736905,0,AlCoFeMo0.5Ni
Al0.6CoFeNiTi0.4,5,SS+IM,FCC+B2+Unk,0.066478933,1660.8705,311.1984389,8.393332175,1.8005,7.6,154.9,38.82512073,0,Al0.6CoFeNiTi0.4
AlCoFeNiTi,5,SS,BCC,0.074619991,1636.294,358.6323936,9.852106374,1.754,6.8,143.2,42.5318704,0,AlCoFeNiTi
Al22Co28Ni31.75Ti10.75V7.5,5,IM,IM,0.067881993,1621.4259,385.1949458,8.785559479,1.774825,7.16,148.095,43.79886956,0,Al22Co28Ni31.75Ti10.75V7.5
Al15Cr10Co35Ni35Si5,5,IM,IM,0.055572966,1665.9705,334.5421935,8.245419577,1.829,7.9,158.4,38.93378995,0,Al15Co35Cr10Ni35Si5
Al20Cr25Co25Ni25Si5,5,IM,IM,0.061322659,1690.044,419.9702088,8.156927485,1.7795,7.05,150.2,41.1723208,0,Al20Co25Cr25Ni25Si5
AlCrCuFeMg,5,IM,IM,0.10211985,1441.048,493.1245121,7.352974908,1.662,6.0,118.2,49.08115728,0,AlCrCuFeMg
AlCrCuFeMg0.5,5,IM,IM,0.089614733,1498.608889,486.8863444,6.87689031,1.701111111,6.444444444,126.3333333,44.88998899,0,AlCrCuFeMg0.5
Al0.5CrCuFeNi2,5,SS,FCC,0.041996254,1685.728182,344.851543,5.818518464,1.820909091,8.454545455,157.8181818,29.54755237,0,Al0.5CrCuFeNi2
Al2CrCuFeNi2,5,IM,IM,0.062974937,1524.53,434.415668,6.883381307,1.775714286,7.285714286,140.2857143,42.58005665,0,Al2CrCuFeNi2
AlCrCu0.5FeNi,5,SS,SS,0.05918952,1629.19,438.9560026,6.277089509,1.768888889,7.222222222,145.7777778,39.00364022,0,AlCrCu0.5FeNi
Al0.2CrCuFeNi,5,SS,FCC,0.032122067,1729.39619,336.1230818,5.394808129,1.814761905,8.476190476,158.3809524,23.40223064,0,Al0.2CrCuFeNi
Al0.2CrCuFeNi2,5,SS,FCC,0.029369486,1729.127692,302.0800404,5.051329363,1.833076923,8.769230769,162.5384615,22.69230769,0,Al0.2CrCuFeNi2
Al0.3CrCuFeNi2,5,IM,IM,0.03449638,1714.115283,318.198012,5.358563046,1.828867925,8.660377358,160.9056604,25.37437732,0,Al0.3CrCuFeNi2
Al0.4CrCuFeNi,5,SS,FCC,0.04184189,1693.217727,367.8720358,5.861812473,1.805454545,8.227272727,154.6363636,28.58725949,0,Al0.4CrCuFeNi
Al0.4CrCuFeNi2,5,SS,FCC,0.03859423,1699.658889,332.3421488,5.609742251,1.824814815,8.555555556,159.3333333,27.62178421,0,Al0.4CrCuFeNi2
Al0.5CrCuFeNi,5,SS,FCC,0.045332575,1676.334444,380.6106877,6.02568073,1.801111111,8.111111111,152.8888889,30.55212102,0,Al0.5CrCuFeNi
Al0.6CrCuFeNi2,5,SS,FCC,0.044886672,1672.295,355.98278,5.994159081,1.817142857,8.357142857,156.3571429,31.22294747,0,Al0.6CrCuFeNi2
Al0.7CrCuFeNi,5,SS,FCC,0.050723206,1644.723191,401.4768405,6.264685248,1.792978723,7.893617021,149.6170213,33.68347861,0,Al0.7CrCuFeNi
Al0.8CrCuFeNi,5,SS,BCC+FCC,0.052846173,1629.905417,410.0552205,6.3514285,1.789166667,7.791666667,148.0833333,34.94986489,0,Al0.8CrCuFeNi
Al0.8CrCuFeNi2,5,SS,FCC,0.049557717,1646.818276,374.8702879,6.27048773,1.81,8.172413793,153.5862069,34.00356699,0,Al0.8CrCuFeNi2
Al0.9CrCuFeNi,5,SS+IM,BCC+FCC+B2,0.054682547,1615.692449,417.6244163,6.421518659,1.785510204,7.693877551,146.6122449,36.0616345,0,Al0.9CrCuFeNi
Al1.2CrCuFeNi,5,SS+IM,BCC+FCC+B2,0.058905193,1576.333462,435.4887872,6.555972028,1.775384615,7.423076923,142.5384615,38.68435459,0,Al1.2CrCuFeNi
Al1.2CrCuFeNi2,5,SS,FCC+BCC,0.056031122,1600.795806,402.7075973,6.622239813,1.797096774,7.838709677,148.5806452,38.01253969,0,Al1.2CrCuFeNi2
Al1.5CrCuFeNi,5,SS+IM,BCC+B2,0.061776332,1541.268182,447.9045939,6.609029291,1.766363636,7.181818182,138.9090909,40.53607719,0,Al1.5CrCuFeNi
Al1.5CrCuFeNi2,5,IM,IM,0.059313193,1569.996154,417.484451,6.771829357,1.788461538,7.615384615,145.2307692,40.12701727,0,Al1.5CrCuFeNi2
Al1.8CrCuFeNi,5,SS+IM,BCC+B2,0.063752444,1509.830345,456.4660201,6.606654197,1.758275862,6.965517241,135.6551724,41.86042149,0,Al1.8CrCuFeNi
Al2.0CrCuFeNi,5,SS+IM,BCC+B2,0.064711851,1490.618333,460.5646463,6.582571451,1.753333333,6.833333333,133.6666667,42.52711553,0,Al2.0CrCuFeNi
Al2.2CrCuFeNi,5,SS+IM,BCC+B2,0.065451354,1472.645806,463.6459545,6.544709777,1.748709677,6.709677419,131.8064516,43.05841445,0,Al2.2CrCuFeNi
Al2.5CrCuFeNi,5,SS+IM,BCC+B2,0.066237198,1447.760769,466.7377592,6.468124177,1.742307692,6.538461538,129.2307692,43.65274482,0,Al2.5CrCuFeNi
AlCrCuFeNi,5,SS,FCC+BCC,0.056280862,1602.048,424.3163071,6.477653896,1.782,7.6,145.2,37.04267809,0,AlCrCuFeNi
AlCrCuFeNi0.6,5,SS,FCC+BCC,0.05759758,1591.095652,440.6823493,6.345785727,1.770869565,7.391304348,142.173913,37.10812893,0,AlCrCuFeNi0.6
AlCrCuFeNi0.8,5,SS,FCC+BCC,0.056936123,1596.8,432.2703296,6.426456817,1.776666667,7.5,143.75,37.10486266,0,AlCrCuFeNi0.8
AlCrCuFeNi1.2,5,SS,FCC+BCC,0.055634579,1606.892308,416.7807931,6.506120247,1.786923077,7.692307692,146.5384615,36.93469369,0,AlCrCuFeNi1.2
AlCrCuFeNi1.4,5,SS,FCC+BCC,0.054999229,1611.377778,409.6288209,6.516659492,1.791481481,7.777777778,147.7777778,36.79103487,0,AlCrCuFeNi1.4
AlCrCuFeNi2,5,SS,FCC+BCC,0.053170061,1623.04,390.17978,6.473169273,1.803333333,8.0,151.0,36.21693895,0,AlCrCuFeNi2
Al0.3CrFe1.5MnNi0.5,5,SS,FCC+BCC,0.047027487,1758.032791,321.2705198,3.755528221,1.719302326,7.186046512,150.6511628,29.29789557,0,Al0.3CrFe1.5MnNi0.5
Al0.5CrFe1.5MnNi0.5,5,SS,BCC,0.051632523,1721.385556,357.0747141,4.343833393,1.714444444,7.0,147.3333333,32.50982757,0,Al0.5CrFe1.5MnNi0.5
Al0.8CrFe1.5MnNi0.5,5,SS,BCC,0.056379236,1672.140833,394.8532569,4.88240129,1.707916667,6.75,142.875,35.90242854,0,Al0.8CrFe1.5MnNi0.5
Al14.1Cr6Fe28.2Mn32.9Ni18.8,5,IM,IM,0.053838848,1597.73627,317.1963658,5.124846128,1.7117,7.222,141.576,35.85041456,0,Al14.1Cr6Fe28.2Mn32.9Ni18.8
AlCrFeMo0.2Ni,5,SS+IM,BCC+B2,0.06602649,1721.82619,515.2797747,5.057481852,1.771904762,6.714285714,150.4761905,44.06447554,0,AlCrFeMo0.2Ni
