formula,No,S_Phase,Phase,delta,Tm,D_Tm (K),?Hmix (kJ/mol),elec_diff,VEC,modulus_calc,D_Bulk (GPa),Tm,composition_norm
Cu0.5NiCoCrAl0.5Fe3,6,SS,FCC,0.038435999,1750.66,294.5094608,4.603583014,1.813571429,8.0,162.5714286,26.13622086,0,Al0.5CoCrCu0.5Fe3Ni
Cu0.5NiCoCrAl0.5Fe3.5,6,SS,FCC,0.037372801,1754.682667,284.921007,4.446064149,1.814666667,8.0,163.0666667,25.31789003,0,Al0.5CoCrCu0.5Fe3.5Ni
Fe56Co7Ni7Zr8Nb2B20,6,AM,AM,0.166728812,1953.92,252.4834125,9.905511615,1.8365,6.83,168.6,53.91882788,0,B20Co7Fe56Nb2Ni7Zr8
Fe61Co7Zr10Mo5W2B15,6,AM,AM,0.159170188,2012.32,378.0417406,9.259101521,1.8421,6.78,167.6,62.45510387,0,B15Co7Fe61Mo5W2Zr10
FeMoNiTiVZr,6,SS+IM,BCC+IM,0.094273052,2114.5,384.537276,10.36623595,1.733333333,6.166666667,141.6666667,72.43771271,0,FeMoNiTiVZr
Hf0.5Mo0.5NbSi0.1TiZr,6,SS+IM,BCC+IM,0.060300646,2363.097561,376.454759,10.39087659,1.558536585,4.487804878,112.195122,74.71938381,0,Hf0.5Mo0.5NbSi0.1TiZr
Hf0.5Mo0.5NbSi0.3TiZr,6,SS+IM,BCC+IM,0.076788419,2331.651163,394.2062902,16.41343908,1.574418605,4.465116279,111.627907,73.00621931,0,Hf0.5Mo0.5NbSi0.3TiZr
Hf0.5Mo0.5NbSi0.5TiZr,6,SS+IM,BCC+IM,0.088525379,2303.0,407.6041108,19.70619692,1.588888889,4.444444444,111.1111111,71.40564006,0,Hf0.5Mo0.5NbSi0.5TiZr
Hf0.5Mo0.5NbSi0.7TiZr,6,SS+IM,BCC+IM,0.09749541,2276.787234,417.7693518,21.84268251,1.60212766,4.425531915,110.6382979,69.90584109,0,Hf0.5Mo0.5NbSi0.7TiZr
Hf0.5Mo0.5NbSi0.9TiZr,6,SS+IM,BCC+IM,0.104605465,2252.714286,425.4714072,23.29985723,1.614285714,4.408163265,110.2040816,68.49667937,0,Hf0.5Mo0.5NbSi0.9TiZr
HfMo0.25NbTaTiZr,6,SS,BCC,0.049341603,2540.761905,471.6701738,1.715229726,1.487619048,4.476190476,123.3333333,71.00190027,0,HfMo0.25NbTaTiZr
HfMo0.5NbTaTiZr,6,SS,BCC,0.048738007,2556.909091,466.7287424,1.979820138,1.518181818,4.545454545,128.1818182,72.84082045,0,HfMo0.5NbTaTiZr
HfMo0.75NbTaTiZr,6,SS,BCC,0.048138376,2571.652174,461.6779047,2.141499778,1.546086957,4.608695652,132.6086957,74.20403079,0,HfMo0.75NbTaTiZr
HfMoNbTaTiZr,6,SS,BCC,0.047546207,2585.166667,456.5809226,2.246167289,1.571666667,4.666666667,136.6666667,75.20342782,0,HfMoNbTaTiZr
Hf0.5Mo0.5NbTiZrC0.1,6,SS+IM,BCC+IM,0.093894652,2415.195122,424.0735221,16.903243,1.574390244,4.487804878,110.5609756,75.69452369,0,C0.1Hf0.5Mo0.5NbTiZr
Hf0.5Mo0.5NbTiZrC0.3,6,SS+IM,BCC+IM,0.144270395,2480.674419,509.2821542,26.90704691,1.619767442,4.465116279,106.9534884,75.69644196,0,C0.3Hf0.5Mo0.5NbTiZr
HfNbSi0.5TiVZr,6,SS+IM,BCC+IM,0.094234935,2245.727273,327.1847104,18.37126304,1.518181818,4.363636364,109.0909091,57.5964875,0,HfNbSi0.5TiVZr
Mg65Cu7.5Ni7.5Zn5Ag5Y10,6,AM,AM,0.094542217,1107.66325,336.0553703,4.0436619,1.43825,4.325,65.85,42.34533622,0,Ag5Cu7.5Mg65Ni7.5Y10Zn5
NbCrFeMnCoNi,6,SS+IM,SS+IM,0.054946307,1959.333333,404.1178321,6.620674689,1.738333333,7.5,163.3333333,20.54804668,0,CoCrFeMnNbNi
Ni58.2Al10Co13.8Cr6.3Fe4.9Ti6.8,6,SS+IM,FCC+L12,0.057872734,1701.094,280.9243034,7.220392761,1.83103,8.404,163.09,34.04338262,0,Al10Co13.8Cr6.3Fe4.9Ni58.2Ti6.8
Ni50.5Al8.9Co17.2Cr9.2Fe8.2Ti6,6,SS+IM,FCC+L12,0.055245253,1725.33683,280.2406974,7.191778116,1.82638,8.313,163.884,32.27845325,0,Al8.9Co17.2Cr9.2Fe8.2Ni50.5Ti6
Ni60Cr5Mo5Nb5P16B4,6,AM,AM,0.102592905,1655.608421,695.4813893,9.65328498,1.946315789,8.178947368,154.4421053,66.30594413,0,B4Cr5Mo5Nb5Ni60P16
Ni39.8Cu5.97Ti15.92Zr29.86Al9.95Si0.5,6,AM,AM,0.1084412,1778.966798,347.7558731,14.14411443,1.652559804,6.653333333,103.5019608,74.68524145,0,Al9.95Cu5.97Ni39.8Si0.5Ti15.92Zr29.86
Ni65Nb5Cr5Mo5P14B6,6,AM,AM,0.107533738,1699.862,656.9686001,9.045915472,1.9415,8.23,159.98,62.16027349,0,B6Cr5Mo5Nb5Ni65P14
SrCaYbLi0.55Mg0.45Zn,6,AM,AM,0.157027723,923.9075,226.9234968,6.663995313,1.1657,3.89,28.86,24.34461747,0,CaLi0.55Mg0.45SrYbZn
SrCaYbMgZn0.5Cu0.5,6,AM,AM,0.163688622,1042.045,163.368643,5.40348036,1.227,3.9,39.6,39.20255094,0,CaCu0.5MgSrYbZn0.5
SrCaYbMgZnCu,6,AM,AM,0.181418082,1039.241667,201.7707052,6.147032474,1.318333333,5.166666667,50.5,45.59513863,0,CaCuMgSrYbZn
Ti2CrCuFeCoNi,6,SS+IM,SS+IM,0.07240603,1818.11,234.143597,9.481291617,1.751428571,7.428571429,150.0,28.28427125,0,CoCrCuFeNiTi2
TiCrFeMnCoNi,6,SS+IM,SS+IM,0.062927534,1824.5,202.4720145,7.514321032,1.728333333,7.333333333,153.3333333,28.08716591,0,CoCrFeMnNiTi
Ti45Cu25Ni15Sn3Be7Zr5,6,AM,AM,0.095609879,1702.8449,329.9886573,9.756478121,1.6897,6.51,122.34,39.01082414,0,Be7Cu25Ni15Sn3Ti45Zr5
Ti50Ni24Cu20BSi2Sn3,6,AM,AM,0.0900249,1729.1564,314.409356,10.7893477,1.7256,6.83,132.18,32.81962218,0,BCu20Ni24Si2Sn3Ti50
ZrHfTiAlCuNi,6,SS+IM,SS+IM,0.094373785,1765.706667,511.6102712,14.58337742,1.598333333,6.0,102.6666667,55.87684871,0,AlCuHfNiTiZr
Al0.5B0.2CoCrCuFeNi,7,,,0.074149867,1716.018421,360.7526565,6.760543889,1.823333333,8.087719298,160.1403509,31.47565954,0,Al0.5B0.2CoCrCuFeNi
Al0.5B0.6CoCrCuFeNi,7,,,0.109599607,1757.52541,382.3073048,8.135829284,1.837540984,7.754098361,164.3278689,34.28746428,0,Al0.5B0.6CoCrCuFeNi
Al0.5BCoCrCuFeNi,7,,,0.131903443,1793.923846,396.6968452,8.942072938,1.85,7.461538462,168.0,36.17904196,0,Al0.5BCoCrCuFeNi
AlCoCrCuFeMnNi,7,SS+IM,FCC+BCC+IM,0.051826128,1613.891429,365.215555,6.164341612,1.762857143,7.714285714,146.5714286,35.24144128,0,AlCoCrCuFeMnNi
AlCoCrCuFeMo0.2Ni,7,SS,BCC+FCC,0.056587862,1670.554839,446.044679,6.319897331,1.81,7.774193548,153.5483871,38.26464612,0,AlCoCrCuFeMo0.2Ni
AlCoCrCuFeMo0.4Ni,7,,,0.059595326,1708.85,488.0579739,6.316615712,1.8209375,7.71875,155.9375,39.94209676,0,AlCoCrCuFeMo0.4Ni
AlCoCrCuFeMo0.6Ni,7,,,0.062025556,1744.824242,521.9148035,6.305324102,1.831212121,7.666666667,158.1818182,41.33048955,0,AlCoCrCuFeMo0.6Ni
AlCoCrCuFeMo0.8Ni,7,,,0.06400816,1778.682353,549.739672,6.287970042,1.840882353,7.617647059,160.2941176,42.48773485,0,AlCoCrCuFeMo0.8Ni
AlCoCrCuFeMoNi,7,,,0.065635351,1810.605714,572.9122652,6.265999335,1.85,7.571428571,162.2857143,43.45675777,0,AlCoCrCuFeMoNi
Al0.2CoCrCu0.8FeNiSi0.2,7,IM,IM,0.033328772,1749.482692,293.0742735,7.972507532,1.827307692,8.307692308,161.0,25.36654368,0,Al0.2CoCrCu0.8FeNiSi0.2
Al0.8CoCrCu0.2FeNiSi0.2,7,IM,IM,0.055470533,1700.525,377.6547655,8.07650535,1.793846154,7.384615385,153.6153846,37.03644455,0,Al0.8CoCrCu0.2FeNiSi0.2
AlCoCrCu0.5FeNiSi,7,SS,AM,0.063547119,1659.439231,368.7261405,11.82337015,1.806153846,7.0,144.0,39.40324079,0,AlCoCrCu0.5FeNiSi
AlCoCrCuFeNiSi,7,SS,BCC+FCC,0.061258363,1637.891429,363.7081427,11.62196071,1.812857143,7.285714286,143.7142857,37.98388488,0,AlCoCrCuFeNiSi
Al0.5CoCrCuFeNiTi1.2 ,7,SS+IM,SS+IM,0.067564849,1737.418657,327.6671612,9.281372585,1.766119403,7.507462687,149.2537313,32.44804954,0,Al0.5CoCrCuFeNiTi1.2
Al0.5CoCrCuFeNiTi2.0 ,7,SS+IM,SS+IM,0.073088923,1759.134,316.010605,9.84353366,1.742,7.133333333,145.0666667,32.97568128,0,Al0.5CoCrCuFeNiTi2.0
Al0.25CoCrCu0.5FeNiTi0.5,7,SS,FCC,0.055874849,1784.714762,291.1210334,7.708862365,1.790952381,7.857142857,158.8571429,27.96985744,0,Al0.25CoCrCu0.5FeNiTi0.5
Al0.25CoCrCu0.75FeNiTi0.5,7,SS,FCC,0.054592497,1765.308182,298.0067777,7.710878225,1.795909091,8.0,158.0,27.60764058,0,Al0.25CoCrCu0.75FeNiTi0.5
Al0.5CoCrCu0.5FeNiTi0.5,7,SS,FCC+BCC,0.059680175,1746.021818,335.1703134,7.979873413,1.782727273,7.636363636,155.0909091,32.32070697,0,Al0.5CoCrCu0.5FeNiTi0.5
Al0.5CoCrCuFeNiTi,7,SS+IM,FCC+BCC+IM,0.065347465,1731.154615,330.6884492,9.006469181,1.773076923,7.615384615,150.4615385,32.19320374,0,Al0.5CoCrCuFeNiTi
Al0.5CoCrCuFeNiTi0.2,7,SS,FCC,0.0493137,1701.702632,343.0089174,6.793731655,1.805789474,8.122807018,156.1403509,30.32886333,0,Al0.5CoCrCuFeNiTi0.2
Al0.5CoCrCuFeNiTi0.4,7,SS,FCC,0.054909985,1709.814407,339.9148922,7.597097364,1.796779661,7.983050847,154.5762712,30.95770947,0,Al0.5CoCrCuFeNiTi0.4
Al0.5CoCrCuFeNiTi0.6,7,SS,FCC+BCC,0.059215207,1717.394262,336.8215647,8.194404329,1.788360656,7.852459016,153.1147541,31.46379567,0,Al0.5CoCrCuFeNiTi0.6
Al0.5CoCrCuFeNiTi0.8,7,SS,FCC+BCC,0.062616077,1724.492857,333.7425876,8.651862798,1.78047619,7.73015873,151.7460317,31.86975889,0,Al0.5CoCrCuFeNiTi0.8
Al0.5CoCrCuFeNiTi1.2,7,SS+IM,FCC+BCC+IM,0.067564849,1737.418657,327.6671612,9.281372585,1.766119403,7.507462687,149.2537313,32.44804954,0,Al0.5CoCrCuFeNiTi1.2
Al0.5CoCrCuFeNiTi1.4,7,SS+IM,FCC+BCC+IM,0.069377252,1743.319565,324.6847878,9.492334167,1.759565217,7.405797101,148.115942,32.64545432,0,Al0.5CoCrCuFeNiTi1.4
Al0.5CoCrCuFeNiTi1.6,7,SS+IM,FCC+BCC+IM,0.070864333,1748.888028,321.7458568,9.650810617,1.753380282,7.309859155,147.0422535,32.79446734,0,Al0.5CoCrCuFeNiTi1.6
Al0.5CoCrCuFeNiTi1.8,7,SS+IM,FCC+BCC+IM,0.072086115,1754.15137,318.8536801,9.765559584,1.747534247,7.219178082,146.0273973,32.9025013,0,Al0.5CoCrCuFeNiTi1.8
Al0.5CoCrCuFeNiTi2,7,SS+IM,FCC+BCC+IM,0.073088923,1759.134,316.010605,9.84353366,1.742,7.133333333,145.0666667,32.97568128,0,Al0.5CoCrCuFeNiTi2
Al0.75CoCrCu0.25FeNiTi0.5,7,SS,FCC+BCC,0.063810324,1726.735455,367.5953084,8.08719916,1.769545455,7.272727273,152.1818182,36.19597713,0,Al0.75CoCrCu0.25FeNiTi0.5
AlCoCrCu0.25FeNiTi0.5,7,SS,2BCC,0.065838638,1692.245652,394.2350517,8.201402629,1.762608696,7.086956522,148.8695652,38.65938701,0,AlCoCrCu0.25FeNiTi0.5
AlCoCrCu0.5FeNiTi0.5,7,SS,2BCC,0.06457723,1678.309167,391.6791786,8.281054185,1.768333333,7.25,148.5,37.88689307,0,AlCoCrCu0.5FeNiTi0.5
AlCoCrCuFeNiTi,7,SS,FCC+BCC,0.067778862,1674.177143,379.1403574,9.219383117,1.761428571,7.285714286,145.1428571,36.47084382,0,AlCoCrCuFeNiTi
Al0.5CoCrCuFeNiV,7,SS+IM,BCC+FCC+,0.040357597,1768.385385,364.1482893,6.171554345,1.786923077,7.769230769,158.1538462,27.19119245,0,Al0.5CoCrCuFeNiV
Al0.5CoCrCuFeNiV0.2,7,SS,FCC,0.041456981,1710.19386,351.7125968,5.813821542,1.808947368,8.157894737,157.8947368,29.0273218,0,Al0.5CoCrCuFeNiV0.2
Al0.5CoCrCuFeNiV0.4,7,SS,FCC+BCC,0.041201376,1726.221186,356.1311758,5.943461937,1.802881356,8.050847458,157.9661017,28.53363528,0,Al0.5CoCrCuFeNiV0.4
Al0.5CoCrCuFeNiV0.6,7,SS+IM,FCC+BCC+IM,0.04093038,1741.197541,359.5659372,6.042357234,1.797213115,7.950819672,158.0327869,28.06430976,0,Al0.5CoCrCuFeNiV0.6
Al0.5CoCrCuFeNiV0.8,7,SS+IM,FCC+BCC+IM,0.040648045,1755.223016,362.1920323,6.116912468,1.791904762,7.857142857,158.0952381,27.61740553,0,Al0.5CoCrCuFeNiV0.8
Al0.5CoCrCuFeNiV1.0,7,SS+IM,FCC+BCC+IM,0.040357597,1768.385385,364.1482893,6.171554345,1.786923077,7.769230769,158.1538462,27.19119245,0,Al0.5CoCrCuFeNiV1.0
Al0.5CoCrCuFeNiV1.2,7,SS,BCC,0.040061613,1780.76194,365.5461266,6.209548572,1.782238806,7.686567164,158.2089552,26.78412167,0,Al0.5CoCrCuFeNiV1.2
Al0.5CoCrCuFeNiV1.4,7,SS,BCC,0.039762158,1792.421014,366.4759221,6.233440263,1.777826087,7.608695652,158.2608696,26.39480196,0,Al0.5CoCrCuFeNiV1.4
Al0.5CoCrCuFeNiV1.6,7,SS,BCC,0.039460891,1803.423239,367.0116649,6.245298492,1.773661972,7.535211268,158.3098592,26.02197963,0,Al0.5CoCrCuFeNiV1.6
Al0.5CoCrCuFeNiV1.8,7,SS,BCC,0.039159144,1813.822603,367.2144168,6.246856594,1.769726027,7.465753425,158.3561644,25.66452157,0,Al0.5CoCrCuFeNiV1.8
Al0.5CoCrCuFeNiV2,7,SS,BCC+FCC,0.038857987,1823.667333,367.1349295,6.239595963,1.766,7.4,158.4,25.3214007,0,Al0.5CoCrCuFeNiV2
Al0.5CoCrCuFeNiV2.0,7,SS,BCC,0.038857987,1823.667333,367.1349295,6.239595963,1.766,7.4,158.4,25.3214007,0,Al0.5CoCrCuFeNiV2.0
AlCoCrCuFeNiV,7,SS,FCC+BCC,0.049540765,1708.748571,411.5427163,6.618626119,1.774285714,7.428571429,152.2857143,33.67794652,0,AlCoCrCuFeNiV
AlCoCrCuNiTiY,7,IM,IM,0.135869403,1672.462857,378.5444971,11.65397003,1.674285714,6.571428571,126.7142857,49.51396422,0,AlCoCrCuNiTiY
AlCoCrCuNiTiY0.5,7,IM,IM,0.114593191,1662.729231,391.1422911,10.94011045,1.709230769,6.846153846,133.3076923,45.07324742,0,AlCoCrCuNiTiY0.5
AlCoCrCuNiTiY0.8,7,IM,IM,0.128876357,1668.741176,383.4393576,11.41304998,1.687647059,6.676470588,129.2352941,47.97184151,0,AlCoCrCuNiTiY0.8
Al10Co20Cr1Fe 26Mn14Ni10Ti10,7,IM,IM,0.064160264,1669.414286,286.722349,7.578452089,1.748791209,7.274725275,148.5714286,36.41553311,0,Al10Co20Cr1Fe26Mn14Ni10Ti10
Al0.4CoCrFeMnNiV,7,IM,IM,0.043208028,1806.623125,325.1076637,5.125768296,1.735,7.21875,156.3125,28.60117731,0,Al0.4CoCrFeMnNiV
AlCo0.5Cr0.5Fe0.5MnNiV,7,SS,BCC,0.052998247,1680.54,421.2518006,6.612621834,1.706363636,6.636363636,143.8181818,37.81730768,0,AlCo0.5Cr0.5Fe0.5MnNiV
AlCo0.5Cr0.5Fe0.5MnNiV0.5,7,SS,BCC,0.05559264,1630.294,409.1785939,6.599414519,1.714,6.8,142.2,39.29834602,0,AlCo0.5Cr0.5Fe0.5MnNiV0.5
AlCo1.5Cr2Fe1.5Mn2NiV,7,IM,IM,0.048379564,1761.097,365.5204928,5.161710593,1.7135,6.95,150.1,32.28916227,0,AlCo1.5Cr2Fe1.5Mn2NiV
AlCo0.6CrFe0.2NiSiTi0.2,7,IM,IM,0.077385755,1667.934,407.5867758,12.89228276,1.7764,6.16,136.0,42.27528829,0,AlCo0.6CrFe0.2NiSiTi0.2
AlCoCuFeNiVZr,7,IM,IM,0.093075876,1701.32,403.3572357,12.40743678,1.727142857,7.142857143,129.4285714,62.5799081,0,AlCoCuFeNiVZr
AlCoFeNiTiVZr,7,SS,BCC,0.094132966,1784.638571,383.5371888,12.9361518,1.675714286,6.142857143,125.1428571,62.73624737,0,AlCoFeNiTiVZr
CoCuFeNiTiVZr,7,,,0.095474917,1845.252857,256.8255732,11.97961667,1.717142857,7.285714286,134.2857143,59.48760804,0,CoCuFeNiTiVZr
CoFeMoNiTiVZr,7,,,0.09505212,2065.0,376.0934534,11.12662077,1.754285714,6.571428571,147.1428571,68.39262402,0,CoFeMoNiTiVZr
Cr4.5Mn13.6Ni38.1Sn0.3Ti12V10Zr21.5,7,IM,IM,0.102466495,1873.30724,243.009222,12.9484148,1.65284,6.884,121.474,68.70923754,0,Cr4.5Mn13.6Ni38.1Sn0.3Ti12V10Zr21.5
Cu0.5NiAlCoCrFeTi,7,AM,AM,0.069893208,1698.516154,382.7681796,9.338829301,1.750769231,7.0,145.5384615,37.81862664,0,AlCoCrCu0.5FeNiTi
Fe72Al5Ga2P10C6B4Si,7,AM,AM,0.132092518,1728.5917,744.938021,7.949635076,1.9069,6.87,139.24,62.39793586,0,Al5B4C6Fe72Ga2P10Si
FeNiCoSiCrAlTi,7,SS,SS,0.080766107,1721.21,356.7308293,14.60115913,1.761428571,6.285714286,139.4285714,39.80975165,0,AlCoCrFeNiSiTi
Ti53Cu27Ni12Zr3Al7Si3B,7,AM,AM,0.085040316,1703.746038,326.974817,10.91405203,1.687169811,6.386792453,121.0,34.74462087,0,Al7BCu27Ni12Si3Ti53Zr3
AlCoCrCuFeNiTiV,8,SS,FCC+BCC,0.063384349,1737.78,392.55095,8.7606938,1.745,7.0,147.0,34.46737588,0,AlCoCrCuFeNiTiV
AlCoCrFeNiTiVZr,8,,,0.093378884,1834.05875,381.8503066,11.96201671,1.67375,6.125,129.5,59.80593616,0,AlCoCrFeNiTiVZr
AlCr4.5Mn13.6Ni37.1Sn0.3Ti12V10Zr21.5,8,IM,IM,0.102008899,1865.36194,260.0233694,13.02767573,1.64984,6.814,120.434,68.60250465,0,AlCr4.5Mn13.6Ni37.1Sn0.3Ti12V10Zr21.5
AlMoNbSiTaTiVZr,8,AM,AM,0.08605568,2226.05875,699.0533575,18.28458169,1.65875,4.5,130.75,69.38254463,0,AlMoNbSiTaTiVZr
CoCrCuFeMnNiTiV,8,SS+IM,FCC+BCC+IM,0.055022828,1810.97125,271.7683817,7.262852294,1.7375,7.5,152.5,24.87468593,0,CoCrCuFeMnNiTiV
CoCrCuFeNiTiVZr,8,,,0.093036308,1887.09625,264.5194508,10.99698112,1.71,7.125,137.5,56.29165125,0,CoCrCuFeNiTiVZr
CoCrFeMoNiTiVZr,8,,,0.094402324,2079.375,353.8530548,10.14407925,1.7425,6.5,148.75,64.11659302,0,CoCrFeMoNiTiVZr
TiVCrCuFeMnCoNi,8,SS+IM,SS+IM,0.055022828,1810.97125,271.7683817,7.262852294,1.7375,7.5,152.5,24.87468593,0,CoCrCuFeMnNiTiV
Al0.125CoCrCuFeMnNiTiV,9,SS,BCC+FCC,0.055942332,1797.471231,290.4923558,7.435062664,1.735538462,7.430769231,151.3230769,26.41742298,0,Al0.125CoCrCuFeMnNiTiV
Al0.25CoCrCuFeMnNiTiV,9,SS,BCC,0.056772882,1784.380303,306.9958325,7.589655568,1.733636364,7.363636364,150.1818182,27.78429308,0,Al0.25CoCrCuFeMnNiTiV
Al0.67CoCrCuFeMnNiTiV,9,SS+IM,BCC+D022+IM,0.059027182,1743.159735,350.7944422,8.002991101,1.727647059,7.152249135,146.5882353,31.43620992,0,Al0.67CoCrCuFeMnNiTiV
Al11.1Co88.9Cr88.9Cu88.9Fe88.9Mn88.9Ni88.9Ti88.9V88.9,9,SS,FCC+BCC,0.055941349,1797.486183,290.4726324,7.43487926,1.735540634,7.430845909,151.3243805,26.41579313,0,Al11.1Co88.9Cr88.9Cu88.9Fe88.9Mn88.9Ni88.9Ti88.9V88.9
Al20Co80Cr80Cu80Fe80Mn80Ni80Ti80V80,9,SS,BCC,0.056772882,1784.380303,306.9958325,7.589655568,1.733636364,7.363636364,150.1818182,27.78429308,0,Al20Co80Cr80Cu80Fe80Mn80Ni80Ti80V80
Al40Co60Cr60Cu60Fe60Mn60Ni60Ti60V60,9,SS+IM,BCC+IM,0.05901208,1743.471154,350.5022401,8.000268444,1.727692308,7.153846154,146.6153846,31.41175297,0,Al40Co60Cr60Cu60Fe60Mn60Ni60Ti60V60
Al4CoCrCuFeMnNiTiV,9,IM,IM,0.063729217,1518.470833,469.4163287,8.399597654,1.695,6.0,127.0,41.38840417,0,Al4CoCrCuFeMnNiTiV
AlCoCrCuFeMoNiTiV,9,SS,SS,0.067822892,1866.471111,519.1008183,8.317409976,1.791111111,6.888888889,156.2222222,41.67007393,0,AlCoCrCuFeMoNiTiV
Al8Co17Cr14Cu8Fe17Mo0.1Ni34.8TiW0.1,9,IM,IM,0.043022811,1724.2742,311.7477591,5.689888822,1.8285,8.382,163.46,29.34464858,0,Al8Co17Cr14Cu8Fe17Mo0.1Ni34.8TiW0.1
Al2TiVCrCuFeMnCoNi,9,SS,SS,0.062715627,1635.471,426.9517463,8.589318017,1.712,6.6,137.2,37.83331865,0,Al2CoCrCuFeMnNiTiV
Al4(TiVCrCuFeMnCoNi)6,9,SS+IM,SS+IM,0.062761859,1434.899286,480.393691,7.744333697,1.682857143,5.571428571,119.7142857,42.27026745,0,Al4CoCrCuFeMnNiTiV
AlTiVCrCuFeMnCoNi,9,SS,SS,0.06034157,1713.471111,376.4330214,8.235373015,1.723333333,7.0,144.0,33.58571125,0,AlCoCrCuFeMnNiTiV
AlB0.5CoCrCuFeMoNiSiTi,10,IM,IM,0.112569767,1839.656842,509.5712124,14.15331002,1.832631579,6.578947368,153.4736842,47.01552758,0,AlB0.5CoCrCuFeMoNiSiTi
Al0.4Co6Cr7.5Cu2Mn8.1Ni32.2Sn0.3Ti12V10Zr21.5,10,IM,IM,0.104151542,1890.17952,250.9076743,13.62621732,1.66194,6.861,122.958,69.15002701,0,Al0.4Co6Cr7.5Cu2Mn8.1Ni32.2Sn0.3Ti12V10Zr21.5
